city,Tree Species,city_count,state,state_count
New Orleans,Magnolia species,1,New York,72
Rochester,Magnolia species,72,California,2
Rochester,Magnolia species,72,Louisiana,1
Rochester,Magnolia species,72,New York,72
Fresno,Mondell pine,1,California,1
Fresno,Not specified,1,California,1
Fresno,Not specified,1,Michigan,1
Grand Rapids,Not specified,1,California,1
Grand Rapids,Not specified,1,Michigan,1
Fresno,Oak species,1,California,2409
Fresno,Oak species,1,Louisiana,1
Los Angeles,Oak species,2408,California,2409
Los Angeles,Oak species,2408,Louisiana,1
New Orleans,Oak species,1,California,2409
New Orleans,Oak species,1,Louisiana,1
Fresno,Pear species,1,California,1
Fresno,Pear species,1,New York,90
Rochester,Pear species,90,California,1
Rochester,Pear species,90,New York,90
Fresno,Pine species,1,California,812
Fresno,Pine species,1,New York,6
Los Angeles,Pine species,811,California,812
Los Angeles,Pine species,811,New York,6
Rochester,Pine species,6,California,812
Rochester,Pine species,6,New York,6
Fresno,Plum cherry fruit species,1,California,1
Fresno,Tallowtree,1,California,1
Fresno,Tallowtree,1,Florida,1
Orlando,Tallowtree,1,California,1
Orlando,Tallowtree,1,Florida,1
Fresno,Tribute bench,1,California,1
Fresno,Western sycamore,1,California,46
Stockton,Western sycamore,45,California,46
Garden Grove,Acacia species,1,California,154
Garden Grove,Acacia species,1,Louisiana,1
Huntington Beach,Acacia species,1,California,154
Huntington Beach,Acacia species,1,Louisiana,1
Los Angeles,Acacia species,152,California,154
Los Angeles,Acacia species,152,Louisiana,1
New Orleans,Acacia species,1,California,154
New Orleans,Acacia species,1,Louisiana,1
Garden Grove,African red alder,1,California,1
Garden Grove,Bailey acacia,1,California,314
Irvine,Bailey acacia,1,California,314
Los Angeles,Bailey acacia,297,California,314
Ontario,Bailey acacia,6,California,314
Stockton,Bailey acacia,9,California,314
Garden Grove,Blue oak,1,California,5
San Francisco,Blue oak,2,California,5
Stockton,Blue oak,2,California,5
Garden Grove,Bo tree,1,California,8
Garden Grove,Bo tree,1,Hawaii,4
Honolulu,Bo tree,3,California,8
Honolulu,Bo tree,3,Hawaii,4
Los Angeles,Bo tree,7,California,8
Los Angeles,Bo tree,7,Hawaii,4
Garden Grove,Brazilian tree fern,1,California,1
Garden Grove,Catalina cherry,4,California,280
Huntington Beach,Catalina cherry,26,California,280
Irvine,Catalina cherry,1,California,280
Los Angeles,Catalina cherry,206,California,280
Ontario,Catalina cherry,4,California,280
San Francisco,Catalina cherry,37,California,280
Stockton,Catalina cherry,2,California,280
Garden Grove,Cedar blue atlas,3,California,3
Garden Grove,Chilean mesquite,1,Arizona,3
Garden Grove,Chilean mesquite,1,California,5
Garden Grove,Chilean mesquite,1,Nevada,1278
Las Vegas,Chilean mesquite,1278,Arizona,3
Las Vegas,Chilean mesquite,1278,California,5
Las Vegas,Chilean mesquite,1278,Nevada,1278
Ontario,Chilean mesquite,4,Arizona,3
Ontario,Chilean mesquite,4,California,5
Ontario,Chilean mesquite,4,Nevada,1278
Phoenix,Chilean mesquite,3,Arizona,3
Phoenix,Chilean mesquite,3,California,5
Phoenix,Chilean mesquite,3,Nevada,1278
Garden Grove,China doll,2,California,3
Huntington Beach,China doll,1,California,3
Garden Grove,Chinese fountain palm,2,California,9
Garden Grove,Chinese fountain palm,2,Louisiana,1
Huntington Beach,Chinese fountain palm,3,California,9
Huntington Beach,Chinese fountain palm,3,Louisiana,1
Los Angeles,Chinese fountain palm,4,California,9
Los Angeles,Chinese fountain palm,4,Louisiana,1
New Orleans,Chinese fountain palm,1,California,9
New Orleans,Chinese fountain palm,1,Louisiana,1
Garden Grove,Clustered fishtail palm,5,California,6
Huntington Beach,Clustered fishtail palm,1,California,6
Garden Grove,Cuban royal palm,5,California,5
Garden Grove,Cuban royal palm,5,Hawaii,10
Honolulu,Cuban royal palm,5,California,5
Honolulu,Cuban royal palm,5,Hawaii,10
Kailua,Cuban royal palm,1,California,5
Kailua,Cuban royal palm,1,Hawaii,10
Garden Grove,Danicer pear,1,California,1
Garden Grove,Eastern dogwood,2,California,12
Garden Grove,Eastern dogwood,2,Louisiana,1
Garden Grove,Eastern dogwood,2,Washington,805
New Orleans,Eastern dogwood,1,California,12
New Orleans,Eastern dogwood,1,Louisiana,1
New Orleans,Eastern dogwood,1,Washington,805
San Francisco,Eastern dogwood,8,California,12
San Francisco,Eastern dogwood,8,Louisiana,1
San Francisco,Eastern dogwood,8,Washington,805
Seattle,Eastern dogwood,805,California,12
Seattle,Eastern dogwood,805,Louisiana,1
Seattle,Eastern dogwood,805,Washington,805
Stockton,Eastern dogwood,2,California,12
Stockton,Eastern dogwood,2,Louisiana,1
Stockton,Eastern dogwood,2,Washington,805
Garden Grove,Fiddleleaf fig,3,California,84
Los Angeles,Fiddleleaf fig,81,California,84
Garden Grove,Flooded gum,2,California,2
Garden Grove,Himalayan pittosporum,1,California,3
Huntington Beach,Himalayan pittosporum,2,California,3
Garden Grove,Jujube,2,California,16
Garden Grove,Jujube,2,Oregon,12
Garden Grove,Jujube,2,Texas,3
Houston,Jujube,3,California,16
Houston,Jujube,3,Oregon,12
Houston,Jujube,3,Texas,3
Portland,Jujube,12,California,16
Portland,Jujube,12,Oregon,12
Portland,Jujube,12,Texas,3
San Francisco,Jujube,3,California,16
San Francisco,Jujube,3,Oregon,12
San Francisco,Jujube,3,Texas,3
Stockton,Jujube,11,California,16
Stockton,Jujube,11,Oregon,12
Stockton,Jujube,11,Texas,3
Garden Grove,Laurustinus,2,California,14
Garden Grove,Laurustinus,2,Washington,4
Irvine,Laurustinus,1,California,14
Irvine,Laurustinus,1,Washington,4
Los Angeles,Laurustinus,11,California,14
Los Angeles,Laurustinus,11,Washington,4
Seattle,Laurustinus,4,California,14
Seattle,Laurustinus,4,Washington,4
Garden Grove,Lychee,1,California,1
Garden Grove,Michelia,7,California,7
Garden Grove,Michelia,7,Louisiana,1
New Orleans,Michelia,1,California,7
New Orleans,Michelia,1,Louisiana,1
Garden Grove,Queensland pittosporum,7,California,1090
Huntington Beach,Queensland pittosporum,2,California,1090
Irvine,Queensland pittosporum,1,California,1090
Los Angeles,Queensland pittosporum,1021,California,1090
Ontario,Queensland pittosporum,52,California,1090
San Francisco,Queensland pittosporum,6,California,1090
Stockton,Queensland pittosporum,1,California,1090
Garden Grove,Tangerine,2,California,69
Garden Grove,Tangerine,2,Florida,2
Garden Grove,Tangerine,2,Louisiana,1
Los Angeles,Tangerine,67,California,69
Los Angeles,Tangerine,67,Florida,2
Los Angeles,Tangerine,67,Louisiana,1
Miami,Tangerine,2,California,69
Miami,Tangerine,2,Florida,2
Miami,Tangerine,2,Louisiana,1
New Orleans,Tangerine,1,California,69
New Orleans,Tangerine,1,Florida,2
New Orleans,Tangerine,1,Louisiana,1
Garden Grove,Toyon,3,California,317
Huntington Beach,Toyon,9,California,317
Los Angeles,Toyon,237,California,317
Ontario,Toyon,1,California,317
San Francisco,Toyon,65,California,317
Stockton,Toyon,2,California,317
Glendale,Scots pine,5,California,1
Glendale,Scots pine,5,New York,25
Glendale,Scots pine,5,Washington,185
Glendale,Scots pine,5,Wisconsin,299
Greendale,Scots pine,16,California,1
Greendale,Scots pine,16,New York,25
Greendale,Scots pine,16,Washington,185
Greendale,Scots pine,16,Wisconsin,299
Hales Corners,Scots pine,1,California,1
Hales Corners,Scots pine,1,New York,25
Hales Corners,Scots pine,1,Washington,185
Hales Corners,Scots pine,1,Wisconsin,299
Milwaukee,Scots pine,142,California,1
Milwaukee,Scots pine,142,New York,25
Milwaukee,Scots pine,142,Washington,185
Milwaukee,Scots pine,142,Wisconsin,299
New Berlin,Scots pine,58,California,1
New Berlin,Scots pine,58,New York,25
New Berlin,Scots pine,58,Washington,185
New Berlin,Scots pine,58,Wisconsin,299
New York,Scots pine,25,California,1
New York,Scots pine,25,New York,25
New York,Scots pine,25,Washington,185
New York,Scots pine,25,Wisconsin,299
San Francisco,Scots pine,1,California,1
San Francisco,Scots pine,1,New York,25
San Francisco,Scots pine,1,Washington,185
San Francisco,Scots pine,1,Wisconsin,299
Seattle,Scots pine,185,California,1
Seattle,Scots pine,185,New York,25
Seattle,Scots pine,185,Washington,185
Seattle,Scots pine,185,Wisconsin,299
South Milwaukee,Scots pine,7,California,1
South Milwaukee,Scots pine,7,New York,25
South Milwaukee,Scots pine,7,Washington,185
South Milwaukee,Scots pine,7,Wisconsin,299
Watertown,Scots pine,48,California,1
Watertown,Scots pine,48,New York,25
Watertown,Scots pine,48,Washington,185
Watertown,Scots pine,48,Wisconsin,299
Wauwatosa,Scots pine,15,California,1
Wauwatosa,Scots pine,15,New York,25
Wauwatosa,Scots pine,15,Washington,185
Wauwatosa,Scots pine,15,Wisconsin,299
West Allis,Scots pine,7,California,1
West Allis,Scots pine,7,New York,25
West Allis,Scots pine,7,Washington,185
West Allis,Scots pine,7,Wisconsin,299
Glendale,Tilia,10,Wisconsin,138
Greendale,Tilia,2,Wisconsin,138
Greenfield,Tilia,1,Wisconsin,138
Hales Corners,Tilia,9,Wisconsin,138
Milwaukee,Tilia,97,Wisconsin,138
Oak Creek,Tilia,1,Wisconsin,138
South Milwaukee,Tilia,3,Wisconsin,138
Wauwatosa,Tilia,4,Wisconsin,138
West Allis,Tilia,3,Wisconsin,138
Whitefish Bay,Tilia,8,Wisconsin,138
Grand Rapids,American fringe tree,1,Louisiana,1
Grand Rapids,American fringe tree,1,Michigan,1
New Orleans,American fringe tree,1,Louisiana,1
New Orleans,American fringe tree,1,Michigan,1
Grand Rapids,Amur honeysuckle,1,Michigan,1
Grand Rapids,Amur honeysuckle,1,North Carolina,2
Greensboro,Amur honeysuckle,2,Michigan,1
Greensboro,Amur honeysuckle,2,North Carolina,2
Grand Rapids,Bowhall' red maple,1,Michigan,1
Grand Rapids,Brandywine red maple,1,Michigan,1
Grand Rapids,Cleveland select' ornamental pear,1,Michigan,1
Grand Rapids,Corkscrew hazel,1,Michigan,1
Grand Rapids,Corkscrew hazel,1,Washington,16
Seattle,Corkscrew hazel,16,Michigan,1
Seattle,Corkscrew hazel,16,Washington,16
Grand Rapids,Cucumber magnolia,1,District of Columbia,38
Grand Rapids,Cucumber magnolia,1,Kentucky,136
Grand Rapids,Cucumber magnolia,1,Louisiana,1
Grand Rapids,Cucumber magnolia,1,Michigan,1
Grand Rapids,Cucumber magnolia,1,New York,169
Grand Rapids,Cucumber magnolia,1,North Carolina,3
Greensboro,Cucumber magnolia,3,District of Columbia,38
Greensboro,Cucumber magnolia,3,Kentucky,136
Greensboro,Cucumber magnolia,3,Louisiana,1
Greensboro,Cucumber magnolia,3,Michigan,1
Greensboro,Cucumber magnolia,3,New York,169
Greensboro,Cucumber magnolia,3,North Carolina,3
Louisville,Cucumber magnolia,136,District of Columbia,38
Louisville,Cucumber magnolia,136,Kentucky,136
Louisville,Cucumber magnolia,136,Louisiana,1
Louisville,Cucumber magnolia,136,Michigan,1
Louisville,Cucumber magnolia,136,New York,169
Louisville,Cucumber magnolia,136,North Carolina,3
New Orleans,Cucumber magnolia,1,District of Columbia,38
New Orleans,Cucumber magnolia,1,Kentucky,136
New Orleans,Cucumber magnolia,1,Louisiana,1
New Orleans,Cucumber magnolia,1,Michigan,1
New Orleans,Cucumber magnolia,1,New York,169
New Orleans,Cucumber magnolia,1,North Carolina,3
New York,Cucumber magnolia,169,District of Columbia,38
New York,Cucumber magnolia,169,Kentucky,136
New York,Cucumber magnolia,169,Louisiana,1
New York,Cucumber magnolia,169,Michigan,1
New York,Cucumber magnolia,169,New York,169
New York,Cucumber magnolia,169,North Carolina,3
Washington DC,Cucumber magnolia,38,District of Columbia,38
Washington DC,Cucumber magnolia,38,Kentucky,136
Washington DC,Cucumber magnolia,38,Louisiana,1
Washington DC,Cucumber magnolia,38,Michigan,1
Washington DC,Cucumber magnolia,38,New York,169
Washington DC,Cucumber magnolia,38,North Carolina,3
Grand Rapids,Eastern serviceberry,1,Michigan,1
Grand Rapids,Eastern serviceberry,1,Pennsylvania,34
Pittsburgh,Eastern serviceberry,34,Michigan,1
Pittsburgh,Eastern serviceberry,34,Pennsylvania,34
Grand Rapids,Edible apple species,1,Louisiana,1
Grand Rapids,Edible apple species,1,Michigan,1
New Orleans,Edible apple species,1,Louisiana,1
New Orleans,Edible apple species,1,Michigan,1
Grand Rapids,Empire apple,1,Michigan,1
Grand Rapids,European horsechestnut,1,Michigan,1
Grand Rapids,Freeman maple autumn blaze,1,Michigan,1
Grand Rapids,Frontier' elm,1,Michigan,1
Grand Rapids,Fugi apple,1,Michigan,1
Grand Rapids,Gala apple,1,Michigan,1
Grand Rapids,Green mountain' maple,1,Michigan,1
Grand Rapids,Green vase' zelkova,1,Michigan,1
Grand Rapids,Green weeping false cypress,1,Michigan,1
Grand Rapids,Hazel american witch,1,Michigan,1
Grand Rapids,Hinoki false cypress,1,Michigan,1
Grand Rapids,Honeycrisp apple,1,Michigan,1
Grand Rapids,Japanese cedar,1,California,9
Grand Rapids,Japanese cedar,1,Michigan,1
Grand Rapids,Japanese cedar,1,North Carolina,29
Grand Rapids,Japanese cedar,1,Washington,47
Greensboro,Japanese cedar,29,California,9
Greensboro,Japanese cedar,29,Michigan,1
Greensboro,Japanese cedar,29,North Carolina,29
Greensboro,Japanese cedar,29,Washington,47
Huntington Beach,Japanese cedar,1,California,9
Huntington Beach,Japanese cedar,1,Michigan,1
Huntington Beach,Japanese cedar,1,North Carolina,29
Huntington Beach,Japanese cedar,1,Washington,47
Los Angeles,Japanese cedar,8,California,9
Los Angeles,Japanese cedar,8,Michigan,1
Los Angeles,Japanese cedar,8,North Carolina,29
Los Angeles,Japanese cedar,8,Washington,47
Seattle,Japanese cedar,47,California,9
Seattle,Japanese cedar,47,Michigan,1
Seattle,Japanese cedar,47,North Carolina,29
Seattle,Japanese cedar,47,Washington,47
Grand Rapids,Japanese pagoda,1,California,347
Grand Rapids,Japanese pagoda,1,Michigan,1
Grand Rapids,Japanese pagoda,1,Texas,5
Houston,Japanese pagoda,5,California,347
Houston,Japanese pagoda,5,Michigan,1
Houston,Japanese pagoda,5,Texas,5
Rancho Cucamonga,Japanese pagoda,345,California,347
Rancho Cucamonga,Japanese pagoda,345,Michigan,1
Rancho Cucamonga,Japanese pagoda,345,Texas,5
San Francisco,Japanese pagoda,2,California,347
San Francisco,Japanese pagoda,2,Michigan,1
San Francisco,Japanese pagoda,2,Texas,5
Grand Rapids,Leaf pine long,1,Louisiana,1
Grand Rapids,Leaf pine long,1,Michigan,1
New Orleans,Leaf pine long,1,Louisiana,1
New Orleans,Leaf pine long,1,Michigan,1
Grand Rapids,London planetree hybrid,1,Michigan,1
Grand Rapids,Manchurian maackia,1,Louisiana,1
Grand Rapids,Manchurian maackia,1,Michigan,1
New Orleans,Manchurian maackia,1,Louisiana,1
New Orleans,Manchurian maackia,1,Michigan,1
Grand Rapids,October glory maple,1,Michigan,1
Grand Rapids,Oriental linden,1,Michigan,1
Grand Rapids,Prairie fire crabapple,1,Michigan,1
Grand Rapids,Princess tree,1,California,19
Grand Rapids,Princess tree,1,Louisiana,1
Grand Rapids,Princess tree,1,Michigan,1
Grand Rapids,Princess tree,1,North Carolina,3
Grand Rapids,Princess tree,1,Texas,5
Greensboro,Princess tree,3,California,19
Greensboro,Princess tree,3,Louisiana,1
Greensboro,Princess tree,3,Michigan,1
Greensboro,Princess tree,3,North Carolina,3
Greensboro,Princess tree,3,Texas,5
Houston,Princess tree,5,California,19
Houston,Princess tree,5,Louisiana,1
Houston,Princess tree,5,Michigan,1
Houston,Princess tree,5,North Carolina,3
Houston,Princess tree,5,Texas,5
Los Angeles,Princess tree,19,California,19
Los Angeles,Princess tree,19,Louisiana,1
Los Angeles,Princess tree,19,Michigan,1
Los Angeles,Princess tree,19,North Carolina,3
Los Angeles,Princess tree,19,Texas,5
New Orleans,Princess tree,1,California,19
New Orleans,Princess tree,1,Louisiana,1
New Orleans,Princess tree,1,Michigan,1
New Orleans,Princess tree,1,North Carolina,3
New Orleans,Princess tree,1,Texas,5
Grand Rapids,Purple beech,1,Michigan,1
Grand Rapids,Red delicious apple,1,Michigan,1
Grand Rapids,Royal ann cherry,1,Michigan,1
Grand Rapids,Royal purple smoke tree,1,Kansas,1
Grand Rapids,Royal purple smoke tree,1,Michigan,1
Overland Park,Royal purple smoke tree,1,Kansas,1
Overland Park,Royal purple smoke tree,1,Michigan,1
Grand Rapids,Santa rosa rlum,1,Michigan,1
Grand Rapids,Sawara false cypress,1,Michigan,1
Grand Rapids,Skunkbush sumac,1,Michigan,1
Grand Rapids,Skunkbush sumac,1,South Dakota,1
Sioux Falls,Skunkbush sumac,1,Michigan,1
Sioux Falls,Skunkbush sumac,1,South Dakota,1
Grand Rapids,Skyline' honey locust,1,Michigan,1
Grand Rapids,Sugar tyme' crabapple,1,Michigan,1
Grand Rapids,Summercrisp pear,1,Michigan,1
Grand Rapids,Tamarack,1,Kentucky,1
Grand Rapids,Tamarack,1,Michigan,1
Grand Rapids,Tamarack,1,Wisconsin,12
Greendale,Tamarack,3,Kentucky,1
Greendale,Tamarack,3,Michigan,1
Greendale,Tamarack,3,Wisconsin,12
Louisville,Tamarack,1,Kentucky,1
Louisville,Tamarack,1,Michigan,1
Louisville,Tamarack,1,Wisconsin,12
Milwaukee,Tamarack,7,Kentucky,1
Milwaukee,Tamarack,7,Michigan,1
Milwaukee,Tamarack,7,Wisconsin,12
Oak Creek,Tamarack,1,Kentucky,1
Oak Creek,Tamarack,1,Michigan,1
Oak Creek,Tamarack,1,Wisconsin,12
West Allis,Tamarack,1,Kentucky,1
West Allis,Tamarack,1,Michigan,1
West Allis,Tamarack,1,Wisconsin,12
Grand Rapids,Tangy green apple,1,Michigan,1
Grand Rapids,Tatar maple,1,Kansas,19
Grand Rapids,Tatar maple,1,Michigan,1
Grand Rapids,Tatar maple,1,North Carolina,1
Greensboro,Tatar maple,1,Kansas,19
Greensboro,Tatar maple,1,Michigan,1
Greensboro,Tatar maple,1,North Carolina,1
Overland Park,Tatar maple,19,Kansas,19
Overland Park,Tatar maple,19,Michigan,1
Overland Park,Tatar maple,19,North Carolina,1
Grand Rapids,Valley forge' elm,1,Michigan,1
Grand Rapids,Weeping mulberry,1,California,8
Grand Rapids,Weeping mulberry,1,Michigan,1
Grand Rapids,Weeping mulberry,1,North Carolina,1
Grand Rapids,Weeping mulberry,1,Texas,1
Greensboro,Weeping mulberry,1,California,8
Greensboro,Weeping mulberry,1,Michigan,1
Greensboro,Weeping mulberry,1,North Carolina,1
Greensboro,Weeping mulberry,1,Texas,1
Houston,Weeping mulberry,1,California,8
Houston,Weeping mulberry,1,Michigan,1
Houston,Weeping mulberry,1,North Carolina,1
Houston,Weeping mulberry,1,Texas,1
Los Angeles,Weeping mulberry,8,California,8
Los Angeles,Weeping mulberry,8,Michigan,1
Los Angeles,Weeping mulberry,8,North Carolina,1
Los Angeles,Weeping mulberry,8,Texas,1
Grand Rapids,Weeping white pine,1,Michigan,1
Grand Rapids,Winter king' hawthorn,1,Michigan,1
Grand Rapids,autumn brilliance serviceberry,1,Michigan,1
Greensboro,Adam's needle,3,North Carolina,3
Greensboro,Alabama snow wreath,1,North Carolina,1
Greensboro,Alder mountain witch,1,North Carolina,1
Greensboro,Alligator juniper,2,California,3
Greensboro,Alligator juniper,2,North Carolina,2
Los Angeles,Alligator juniper,3,California,3
Los Angeles,Alligator juniper,3,North Carolina,2
Greensboro,American hazelnut,1,North Carolina,1
Greensboro,Amur cork tree,1,New York,183
Greensboro,Amur cork tree,1,North Carolina,1
Greensboro,Amur cork tree,1,Washington,31
New York,Amur cork tree,183,New York,183
New York,Amur cork tree,183,North Carolina,1
New York,Amur cork tree,183,Washington,31
Seattle,Amur cork tree,31,New York,183
Seattle,Amur cork tree,31,North Carolina,1
Seattle,Amur cork tree,31,Washington,31
Greensboro,Apache pine,1,North Carolina,1
Greensboro,Arizona pine,1,North Carolina,1
Greensboro,Arizona pine?,1,North Carolina,1
Greensboro,Asian spicebush,2,North Carolina,2
Greensboro,Atlantic white cedar,1,New York,355
Greensboro,Atlantic white cedar,1,North Carolina,1
New York,Atlantic white cedar,355,New York,355
New York,Atlantic white cedar,355,North Carolina,1
Greensboro,Banana shrub,1,Louisiana,1
Greensboro,Banana shrub,1,North Carolina,1
New Orleans,Banana shrub,1,Louisiana,1
New Orleans,Banana shrub,1,North Carolina,1
Greensboro,Bastard white oak,1,North Carolina,1
Greensboro,Bay ?,1,North Carolina,1
Greensboro,Bay magnolia sweet,8,North Carolina,8
Greensboro,Beautyberry,4,North Carolina,4
Greensboro,Beautyberry,4,Oregon,1
Portland,Beautyberry,1,North Carolina,4
Portland,Beautyberry,1,Oregon,1
Greensboro,Bee tree bee,1,North Carolina,1
Greensboro,Bee tree bee,1,Oregon,2
Portland,Bee tree bee,2,North Carolina,1
Portland,Bee tree bee,2,Oregon,2
Greensboro,Bigfruit crab apple,1,North Carolina,1
Greensboro,Biltmore white ash,2,North Carolina,2
Greensboro,Birchleaf spiraea,2,North Carolina,2
Greensboro,Bird cherry,1,North Carolina,1
Greensboro,Bladdernut,7,North Carolina,7
Greensboro,Blue eastern red cedar,3,North Carolina,3
Greensboro,Bluejack oak,1,Florida,107
Greensboro,Bluejack oak,1,North Carolina,1
None,Bluejack oak,1,Florida,107
None,Bluejack oak,1,North Carolina,1
Tampa,Bluejack oak,105,Florida,107
Tampa,Bluejack oak,105,North Carolina,1
Temple Terrace,Bluejack oak,1,Florida,107
Temple Terrace,Bluejack oak,1,North Carolina,1
Greensboro,Border forsythia,6,North Carolina,6
Greensboro,Boxwood,11,Louisiana,1
Greensboro,Boxwood,11,North Carolina,11
New Orleans,Boxwood,1,Louisiana,1
New Orleans,Boxwood,1,North Carolina,11
Greensboro,Buckthorn bully,1,North Carolina,1
Greensboro,Butterfly bush,1,New York,3
Greensboro,Butterfly bush,1,North Carolina,1
Rochester,Butterfly bush,3,New York,3
Rochester,Butterfly bush,3,North Carolina,1
Greensboro,Camellia,4,Louisiana,2
Greensboro,Camellia,4,North Carolina,4
Greensboro,Camellia,4,Oregon,30
Greensboro,Camellia,4,Washington,27
New Orleans,Camellia,2,Louisiana,2
New Orleans,Camellia,2,North Carolina,4
New Orleans,Camellia,2,Oregon,30
New Orleans,Camellia,2,Washington,27
Portland,Camellia,30,Louisiana,2
Portland,Camellia,30,North Carolina,4
Portland,Camellia,30,Oregon,30
Portland,Camellia,30,Washington,27
Seattle,Camellia,27,Louisiana,2
Seattle,Camellia,27,North Carolina,4
Seattle,Camellia,27,Oregon,30
Seattle,Camellia,27,Washington,27
Greensboro,Carolina allspice,1,North Carolina,1
Greensboro,Carolina buckthorn,2,Kentucky,20
Greensboro,Carolina buckthorn,2,North Carolina,2
Greensboro,Carolina buckthorn,2,Texas,8
Houston,Carolina buckthorn,7,Kentucky,20
Houston,Carolina buckthorn,7,North Carolina,2
Houston,Carolina buckthorn,7,Texas,8
Louisville,Carolina buckthorn,20,Kentucky,20
Louisville,Carolina buckthorn,20,North Carolina,2
Louisville,Carolina buckthorn,20,Texas,8
Plano,Carolina buckthorn,1,Kentucky,20
Plano,Carolina buckthorn,1,North Carolina,2
Plano,Carolina buckthorn,1,Texas,8
Greensboro,Caucasian spruce,1,North Carolina,1
Greensboro,Chalk maple,1,North Carolina,1
Greensboro,Chalk maple,1,Texas,3
Houston,Chalk maple,3,North Carolina,1
Houston,Chalk maple,3,Texas,3
Greensboro,Cherry carolina laurel,4,North Carolina,4
Greensboro,Cherry laurel,2,North Carolina,2
Greensboro,Cherry laurel,2,Texas,613
Houston,Cherry laurel,612,North Carolina,2
Houston,Cherry laurel,612,Texas,613
Plano,Cherry laurel,1,North Carolina,2
Plano,Cherry laurel,1,Texas,613
Greensboro,China fir,4,North Carolina,4
Greensboro,China fir,4,Washington,6
Seattle,China fir,6,North Carolina,4
Seattle,China fir,6,Washington,6
Greensboro,Chinaberry tree,2,North Carolina,2
Greensboro,Chindo viburnum,2,North Carolina,2
Greensboro,Chinese evergreen oak,2,North Carolina,2
Greensboro,Chinese fir,4,North Carolina,4
Greensboro,Chinese fringe flower,3,North Carolina,3
Greensboro,Chinese pistachio,4,District of Columbia,1744
Greensboro,Chinese pistachio,4,North Carolina,4
Washington DC,Chinese pistachio,1744,District of Columbia,1744
Washington DC,Chinese pistachio,1744,North Carolina,4
Greensboro,Chinese yew,1,North Carolina,1
Greensboro,Chinquapin,2,North Carolina,2
Greensboro,Cleyera,1,North Carolina,1
Greensboro,Coastal sweet pepperbush,1,North Carolina,1
Greensboro,Common linden,6,Kansas,38
Greensboro,Common linden,6,North Carolina,6
Overland Park,Common linden,38,Kansas,38
Overland Park,Common linden,38,North Carolina,6
Greensboro,Compton oak,2,Louisiana,1
Greensboro,Compton oak,2,North Carolina,2
New Orleans,Compton oak,1,Louisiana,1
New Orleans,Compton oak,1,North Carolina,2
Greensboro,Crepe myrtle,713,Kentucky,20
Greensboro,Crepe myrtle,713,New York,442
Greensboro,Crepe myrtle,713,North Carolina,713
Louisville,Crepe myrtle,20,Kentucky,20
Louisville,Crepe myrtle,20,New York,442
Louisville,Crepe myrtle,20,North Carolina,713
New York,Crepe myrtle,442,Kentucky,20
New York,Crepe myrtle,442,New York,442
New York,Crepe myrtle,442,North Carolina,713
Greensboro,Crimson norway maple,1,North Carolina,1
Greensboro,Deciduous magnolia,27,North Carolina,27
Greensboro,Deciduous magnolia,27,Oregon,1866
Portland,Deciduous magnolia,1866,North Carolina,27
Portland,Deciduous magnolia,1866,Oregon,1866
Greensboro,Devil's walkingstick,1,North Carolina,1
Greensboro,Devilwood,1,North Carolina,1
Greensboro,Doublefile viburnum,1,North Carolina,1
Greensboro,Doublefile viburnum,1,Washington,2
Seattle,Doublefile viburnum,2,North Carolina,1
Seattle,Doublefile viburnum,2,Washington,2
Greensboro,Drummond red maple,1,North Carolina,1
Greensboro,Dwarf gardenia,1,North Carolina,1
Greensboro,Dwarf loblolly pine,1,North Carolina,1
Greensboro,Dwarf palmetto,4,Louisiana,1
Greensboro,Dwarf palmetto,4,North Carolina,4
New Orleans,Dwarf palmetto,1,Louisiana,1
New Orleans,Dwarf palmetto,1,North Carolina,4
Greensboro,Dwarf southern magnolia,2,North Carolina,2
Greensboro,Eastern swamp privet,1,North Carolina,1
Greensboro,Eastern sycamore,7,North Carolina,7
Greensboro,Emily bruner holly,2,North Carolina,2
Greensboro,European smoketree,1,North Carolina,1
Greensboro,Evergreen flowering dogwood,1,North Carolina,1
Greensboro,Evergreen wintersweet,1,North Carolina,1
Greensboro,Flame azalea,1,North Carolina,1
Greensboro,Florida azalea,1,North Carolina,1
Greensboro,Florida hobblebush,1,North Carolina,1
Greensboro,Florida yew,1,North Carolina,1
Greensboro,Fortune's osmanthus,1,North Carolina,1
Greensboro,Foster holly,4,Kentucky,1
Greensboro,Foster holly,4,Louisiana,1
Greensboro,Foster holly,4,North Carolina,4
Louisville,Foster holly,1,Kentucky,1
Louisville,Foster holly,1,Louisiana,1
Louisville,Foster holly,1,North Carolina,4
New Orleans,Foster holly,1,Kentucky,1
New Orleans,Foster holly,1,Louisiana,1
New Orleans,Foster holly,1,North Carolina,4
Greensboro,Fragrant osmanthus,2,North Carolina,2
Greensboro,Fruitless sweetgum,3,North Carolina,3
Greensboro,Gardenia,1,North Carolina,1
Greensboro,Ginko,7,North Carolina,7
Greensboro,Glossy abelia,6,North Carolina,6
Greensboro,Heavenly bamboo,6,North Carolina,6
Greensboro,Heavenly bamboo,6,Washington,2
Seattle,Heavenly bamboo,2,North Carolina,6
Seattle,Heavenly bamboo,2,Washington,2
Greensboro,Hinoki cypress,1,California,4
Greensboro,Hinoki cypress,1,North Carolina,1
Greensboro,Hinoki cypress,1,Washington,190
San Francisco,Hinoki cypress,4,California,4
